url,titleen,budget,boxdom,boxint,boxtot
https://www.boxofficemojo.com/search/?q=Lion,Lion,"$12,000,000","$51,738,905","$88,574,023","$140,312,928"
https://www.boxofficemojo.com/search/?q=Se7en,Se7en,"$33,000,000","$100,125,643","$227,207,916","$327,333,559"
https://www.boxofficemojo.com/search/?q=Full+Metal+Jacket,Full Metal Jacket,"$30,000,000",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,,"$46,357,676"
https://www.boxofficemojo.com/search/?q=Goodfellas,Goodfellas,nan,"$46,836,214","$116,777","$46,952,991"
https://www.boxofficemojo.com/search/?q=Star+Wars:+Episode+V+-+The+Empire+Strikes+Back,Star Wars: Episode V - The Empire Strikes Back,"$18,000,000","$292,753,960","$190,685,234","$538,375,067"
https://www.boxofficemojo.com/search/?q=Once+Upon+a+Time+in+the+West,Once Upon a Time in the West,nan,"$5,321,508","$113,317","$5,415,645"
https://www.boxofficemojo.com/search/?q=The+Matrix,The Matrix,"$63,000,000","$171,479,930","$294,884,752","$466,364,682"
"https://www.boxofficemojo.com/search/?q=Il+Buono,+il+brutto,+il+cattivo","The Good, the Bad and the Ugly",nan,"$25,100,000","$152,927","$25,252,927"
https://www.boxofficemojo.com/search/?q=The+Broken+Circle+Breakdown,The Broken Circle Breakdown,nan,"$175,058","$5,815,696","$5,990,754"
https://www.boxofficemojo.com/search/?q=Green+Book,Green Book,"$23,000,000","$85,080,171","$236,672,485","$321,752,656"
https://www.boxofficemojo.com/search/?q=Coco,Coco,nan,"$210,460,015","$597,357,873","$807,817,888"
https://www.boxofficemojo.com/search/?q=Capharnaum,Capernaum,nan,"$1,661,096","$62,755,907","$64,417,003"
https://www.boxofficemojo.com/search/?q=The+Pianist,The Pianist,"$35,000,000","$32,572,577","$87,500,000","$120,072,577"
https://www.boxofficemojo.com/search/?q=Spider-Man:+Into+the+Spider-Verse,Spider-Man: Into the Spider-Verse,"$90,000,000","$190,241,310","$185,299,521","$375,540,831"
https://www.boxofficemojo.com/search/?q=Saving+Private+Ryan,Saving Private Ryan,"$70,000,000","$217,049,603","$265,300,000","$482,349,603"
https://www.boxofficemojo.com/search/?q=Once+Upon+a+Time+in+America,Once Upon a Time in America,nan,"$5,321,508","$151,406","$5,472,914"
https://www.boxofficemojo.com/search/?q=Apocalypse+Now,Apocalypse Now,nan,"$83,471,511","$8,672,994","$92,144,505"
https://www.boxofficemojo.com/search/?q=Mommy,Mommy,nan,"$3,494,070","$9,662,786","$13,156,856"
https://www.boxofficemojo.com/search/?q=Fight+Club,Fight Club,"$63,000,000","$37,030,102","$64,179,491","$101,209,593"
https://www.boxofficemojo.com/search/?q=Gisaengchung,Parasite,"$11,400,000","$53,369,749","$205,460,672","$258,830,421"
https://www.boxofficemojo.com/search/?q=The+Deer+Hunter,The Deer Hunter,"$15,000,000","$48,979,328","$94,915","$49,074,243"
https://www.boxofficemojo.com/search/?q=Gladiator,Gladiator,"$103,000,000","$187,705,427","$277,659,118","$465,364,545"
https://www.boxofficemojo.com/search/?q=Gran+Torino,Gran Torino,"$33,000,000","$148,095,302","$121,862,926","$269,958,228"
https://www.boxofficemojo.com/search/?q=The+Lord+of+the+Rings:+The+Two+Towers,The Lord of the Rings: The Two Towers,"$94,000,000","$342,551,365","$600,844,768","$943,396,133"
https://www.boxofficemojo.com/search/?q=Django+Unchained,Django Unchained,"$100,000,000","$162,805,434","$262,562,804","$425,368,238"
https://www.boxofficemojo.com/search/?q=Mononoke-Hime,Princess Mononoke,nan,"$4,845,631","$164,940,073","$169,785,704"
https://www.boxofficemojo.com/search/?q=The+Lion+King,The Lion King,"$260,000,000","$543,638,043","$1,114,232,943","$1,657,870,986"
https://www.boxofficemojo.com/search/?q=Sen+to+Chihiro+no+Kamikakushi,Spirited Away,nan,"$13,750,644","$341,725,273","$355,475,917"
https://www.boxofficemojo.com/search/?q=The+Lord+of+the+Rings:+The+Fellowship+of+the+Ring,The Lord of the Rings: The Fellowship of the Ring,"$93,000,000","$315,544,750","$572,614,342","$888,159,092"
https://www.boxofficemojo.com/search/?q=La+vita+e+bella,Life Is Beautiful,nan,"$57,563,264","$172,535,489","$230,098,753"
https://www.boxofficemojo.com/search/?q=The+Great+Dictator,The Great Dictator,nan,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"$969,879","$969,879"
https://www.boxofficemojo.com/search/?q=American+History+X,American History X,"$20,000,000","$6,719,864","$17,155,263","$23,875,127"
https://www.boxofficemojo.com/search/?q=Intouchables,The Intouchables,nan,"$10,198,820","$416,389,690","$426,588,510"
https://www.boxofficemojo.com/search/?q=Barry+Lyndon,Barry Lyndon,nan,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"$198,992","$198,992"
https://www.boxofficemojo.com/search/?q=Pulp+Fiction,Pulp Fiction,"$8,000,000","$107,928,762","$106,000,000","$213,928,762"
https://www.boxofficemojo.com/search/?q=Hacksaw+Ridge,Hacksaw Ridge,"$40,000,000","$67,209,615","$113,241,303","$180,450,918"
https://www.boxofficemojo.com/search/?q=Interstellar,Interstellar,"$165,000,000","$188,020,017","$513,709,110","$701,729,127"
https://www.boxofficemojo.com/search/?q=Edmond,Edmond,nan,"$131,719","$111,805","$243,524"
https://www.boxofficemojo.com/search/?q=The+Usual+Suspects,The Usual Suspects,"$6,000,000","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",,"$23,341,568"
https://www.boxofficemojo.com/search/?q=Hidden+Figures,Hidden Figures,"$25,000,000","$169,607,287","$66,617,906","$236,225,193"
https://www.boxofficemojo.com/search/?q=The+Dark+Knight+Rises,The Dark Knight Rises,"$250,000,000","$448,139,099","$633,003,513","$1,081,142,612"
https://www.boxofficemojo.com/search/?q=Inception,Inception,"$160,000,000","$292,576,195","$544,260,772","$836,836,967"
https://www.boxofficemojo.com/search/?q=Mauvaises+herbes,Bad Seeds,nan,"Wael (Kheiron) a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique (Catherine Deneuve). When this unconventional duo swindles the wrong guy, Victor (André Dussollier), an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves. Facing six willful kids determined to spoil all his efforts, Wael's own personal story and inventive tricks become the key to gaining their trust - and he soon realizes that he too is given a chance to heal his past and find his place in society.","$3,067,893","$3,067,893"
https://www.boxofficemojo.com/search/?q=Au+Revoir+La-haut,See You Up There,nan,"November 1919. Two soldiers - a disfigured but brilliant artist and an ex-accountant - start a memorial con. But in the France of the Roaring Twenties, their adventures soon turn dangerous.","$16,094,346","$16,094,346"
